ED652|Pathways to Proficient Reading|Staff, Non-Arcadia|"The ""Pathways to Proficient Reading"" course directly addresses the relevant research base in emergent-through-secondary reading, and its translation to instructional practice. It explores theoretical models, including the Simple View of Reading (Gough & Tunmer, 1986) and the Reading Rope (Scarborough, 2003), and connections to classrooms. Recognizing the role of informed educators in designing and delivering instruction, this professional development opportunity also aligns with the Center for Effective Reading Instruction Knowledge & Practice Standards for Teachers of Reading (K-PEERI). Those who participate will learn about the relationships between language & literacy, contributors to proficient reading, the structure of language, effective instructional approaches and the use of data for decisionmaking. Most importantly, they will gain knowledge and skills that will benefit all of their students, including those at risk for or with language-based learning disabilities."
ED653|Pathways to Literacy Leadership|Staff, Non-Arcadia|“Pathways to Literacy Leadership” is designed by AIM Institute for Learning and Research for educational leaders who are committed to learning about the connection between reading research, theoretical models such as the Simple View of Reading and Scarborough’s Reading rope, and best practices for language and literacy instruction that benefit all students. Participants will learn how to create a culture of research-based literacy instruction by setting a strategic organizational vision around student literacy proficiency and taking action to enact that vision within their educational organization
ED653|Pathways to Literacy Leadership|Staff, Non-Arcadia|“Pathways to Literacy Leadership” is designed by AIM Institute for Learning and Research for educational leaders who are committed to learning about the connection between reading research, theoretical models such as the Simple View of Reading and Scarborough’s Reading rope, and best practices for language and literacy instruction that benefit all students. Participants will learn how to create a culture of research-based literacy instruction by setting a strategic organizational vision around student literacy proficiency and taking action to enact that vision within their educational organization
ED660|Character Students w/Autism Spectrum Dis|Woldoff, Sarah|(3 credits)This seminar provides students with introductory knowledge regarding children diagnosed with autism. Topics addressed include characteristics of students with Autism Spectrum Disorders; considerations in school and home programming; family, community and legal issues; and life transitions.
ED661A|Concept & Principles of Applied Behavior|DeVincenzo, Craig|Behavior analysis is a natural science approach to the study of human behavior. Behavior analysis has been phenomenally successful in a wide variety of human endeavors, including business and industry, physical therapy, socialization of difficult populations such as adult offenders, those addicted to substances, and children with conduct and oppositional behavior. This class explores how the basic principles of human behavior, such as schedules of reinforcement and response choice, were discovered and current research in the Experimental Analysis of Behavior.IMPORTANT: Students must have current background checks documents on file with the School of Education. (See Background Checks https://www.arcadia.edu/school-education/current-students/background-checks)
ED665C|Summer Internship:Suprvsr Cur&Inst|Silver, Susan|(1 credit each semester)
ED666C|Summer Internship:Suprvsr Spec Ed|Williams, Nancy|(1 credit each semester)
ED670|Transition Planning and Services|Monturo, Donna|The purpose of this course is to provide an understanding of the transition processes and procedures integral to comprehensive secondary educational programming. Transition-focused education is an outcomes oriented approach to helping students plan and prepare for life after high school in the areas of post-secondary education, employment and independent living. This course examines transition related legislation and planning requirements and explores the various services and instructional methods in transition and career development that support students as they move from middle school through high school and into early adulthood. The course emphasizes evidence-based best practices with a focus on self-determination and self-advocacy, on-going student-centered transition and career assessments, inclusive community-based instruction, aligning transition instruction with standards based curriculum and interagency and family collaboration.
ED680A|Introduction to ABA Studies|Woldoff, Sarah|This course provides a focus on Applied Behavior Analysis and the procedures involved in obtaining board certification.  While a wide application of ABA principles is possible, the application of ABA to the field of education will be highlighted. This course should be taken during the first semester of enrollment in the ABA Certificate or Masters Program with a concentration in Applied Behavior Analysis.
ED681A|Educational Research&Experimental Design|Funk, Kristin|The goal of this course is for students to understand, interpret, and apply single subject research methodology, through critically evaluating the effectiveness of behavioral interventions in published studies as well as designing an original study.
ED682A|Functional Behavior Assmnt&Behavior Chng|Staff, ED|This course analyzes the basic processes of behavior change and demonstrates how behavior analysts serve as behavior analysts/specialists in the community. Topics build on the basic knowledge of ED661A with more advanced learning in basic principles of behavior analysis; behavioral assessment; the application of those principles to youth; intervention methodologies; writing of behavioral objectives to build self-control; and programming for generalization. Special attention is paid to comprehensive programming and the use of multiple intervention methods. In addition, students will design behavioral intervention plans based on functional behavioral assessments.
ED683|ABA IV:Behavior Analysis of Child Devel|Woldoff, Sarah|Conceptualization of behavioral problems and the origins of behavioral disorders is critical to treatment and critical to the functioning of people through the life span. This course focuses on Basic Principles in Behavior Analysis (i.e., positive and negative reinforcement, shaping, stimulus equivalence, etc) and how they shape the development of typical and atypical children. The role of these principles in normal development and developmental problems such as language delays, motor developmental delays, conduct and oppositional defiant disorder, childhood depression, problems of attachment, and autism are explored. The course reviews field applications including direct observations of children's development (using frequency methods, duration methods, rate methods, ABC-event recording, running records), functional behavioral assessment, curriculum design, verbal behavior assessment and intervention, curriculum based-measures and interventions strategies that involve both the school and the family. Prerequisites: A thorough understanding of the basic principles and procedures of applied behavior analysis, as demonstrated by a grade of A - B- in ABA I and ABA II.
ED683|ABA IV:Behavior Analysis of Child Devel|Woldoff, Sarah|Conceptualization of behavioral problems and the origins of behavioral disorders is critical to treatment and critical to the functioning of people through the life span. This course focuses on Basic Principles in Behavior Analysis (i.e., positive and negative reinforcement, shaping, stimulus equivalence, etc) and how they shape the development of typical and atypical children. The role of these principles in normal development and developmental problems such as language delays, motor developmental delays, conduct and oppositional defiant disorder, childhood depression, problems of attachment, and autism are explored. The course reviews field applications including direct observations of children's development (using frequency methods, duration methods, rate methods, ABC-event recording, running records), functional behavioral assessment, curriculum design, verbal behavior assessment and intervention, curriculum based-measures and interventions strategies that involve both the school and the family. Prerequisites: A thorough understanding of the basic principles and procedures of applied behavior analysis, as demonstrated by a grade of A - B- in ABA I and ABA II.
ED683A|Behavior Analysis&Princ of Development|Polis, Dustin|No description provided
ED684A|Behavioral Consult Homes,School&Communty|Golembiewski, Katherine|No description provided
ED685A|Ethics and Professionalism|Holderbach, Melissa|This interactive course guides students through the analysis of definitions, philosophical foundations and applications of ethics in their professional life. Ethical dilemmas are common in helping professions, such as applied behavior analysis, teaching, counseling, social work, etc. From personal ethical stands to professional guidelines and established laws, students will learn how to analyze ethical questions involved in professional relationships. Students will review traditional ethical perspectives and specific professional guidelines, and they will create and discuss case studies that illustrate situations likely encountered in daily interactions. Students will also examine a conceptual framework for the use of evidence-based practices. This course fulfills the requirements of the Behavior Analysis Certification Board of 45 instructional hours in Ethics.
ED686A|ABA Training & Supervising Human Service|Woldoff, Sarah|Prepares students to serve as supervisors, trainers, mentors, and coaches to human service staff in various settings ranging from schools to clinics while addressing behavior analytic skills that may be the topic of training. This course emphasizes creating motivating environments for staff that maximize performance and minimize problems such as poor treatment fidelity. This course focuses on the integration of basic behavior analytic concepts into training plans that are both client centered and focus on translating research into practice.  In addition, this course emphasizes the role of data collection in training, monitoring, and modifying problematic work performance for both clients and staff.
ED697|STEM & Society: Field Study Abroad|Macalalag, Augusto|This course is a graduate interdisciplinary inquiry-and problem-based course designed to introduce teachers to the synergistics and sumbiotic relationships between society and the environment.  Specifically, teachers will study the principal Earth constituents (e.g. rocks, air) and useful materials (e.g. ores, fossil fuels); subsequent demands, shortages and exploration of alernatives; and effects of surface and subsurface processes (rivers, estuaries, oceans, volcano, and earthquakes) that act individually or concomitantly to create contemporary envrionmental issues such as water supply shortage, ozone layer depletion, contamination of local land and water resources, increase in temperatures (water, land and air), and geological hazards.
ED697|STEM & Society: Field Study Abroad|Macalalag, Augusto|This course is a graduate interdisciplinary inquiry-and problem-based course designed to introduce teachers to the synergistics and sumbiotic relationships between society and the environment.  Specifically, teachers will study the principal Earth constituents (e.g. rocks, air) and useful materials (e.g. ores, fossil fuels); subsequent demands, shortages and exploration of alernatives; and effects of surface and subsurface processes (rivers, estuaries, oceans, volcano, and earthquakes) that act individually or concomitantly to create contemporary envrionmental issues such as water supply shortage, ozone layer depletion, contamination of local land and water resources, increase in temperatures (water, land and air), and geological hazards.
ED705|Best Practices:Curriculum & Instruction|"Hickman, Margaret
                
                    
                

                    Jeter-Iles, Priscilla"|This seminar will be designed to provide students with the knowledge and skills to appropriately modify curriculum, instruction, and assessment, and to make the necessary accommodations to adapt teaching and learning for all students. Cognitive and social learning theories will be discussed in light of specific learning problems and orientations toward intervention.
ED720|Ethical Leadership in Educational Adm|Brasof, Marc|Educators today are faced with meeting the needs of students in an increasingly complex and diverse society.  Educational leaders are charged not only with promoting academic excellence for students within the context of standards-based reform initiatives, but also for making ethical decisions founded on moral principles.  There are no easy solutions to the ethical problems that educational leaders face on a daily basis.  The values and principles which guide ethical decision-making will be studied, with the objective of teaching students how to develop a process for examining those ethical issues.  Students will explore how to combine and/or adapt ideas stemming from foundational ethical theories as they face dilemmas and difficult decisions.  Students will analyze case studies through a multiple paradigm approach.  Through this process incorporating self-awareness, self-reflection, and self-critique, students will acquire the ability to analyze, respond, and assess their responses to ethical dilemmas, such as making policy decisions, maintaining communication with community members and district administrators, as well as dealing with staff and student relations.  Participants will gain an understanding of how to transfer their ethical self-awareness and knowledge to the educational leader's job of dealing with personnel, students, and community members in a fair and equitable manner with professional integrity.
ED747|School & Community Partnerships|Campbell, Bruce|This course explores the skills, techniques, and attitudes school leaders need to collaborate, communicate, engage, and empower others inside and outside of the organization to pursue excellence in learning.  Students will examine the role/influence of the media, PTO/PTA organizations, and special interest groups.  Course participants will engage in and identify effective strategies for collaborating with faculty and community members, responding to diverse community interests and needs, and mobilizing community resources.  Advocacy for children and public education in the larger political, social, economic, legal and cultural context will be explored.
ED803A|Adv Research Methods Qualititative/Mix|Hickman, Margaret|Conducting research for and completing a written dissertation requires developing a variety of advanced skill sets, including: learning to engage in sophisticated research that is embedded in clearly delineated research paradigm(s) and theoretical frameworks, that combines and integrates qualitative and quantitative methodologies when needed in order to study specific domains of educational practice; understanding the differences between the theoretical orientations and epistemologies of various research paradigms and knowing how to choose and integrate their attending methodologies; engaging in an expansive and focused literature review in one's own substantive area and identifying meaningful and relevant connections across disciplinary boundaries; refining research and writing skills; and learning new and innovative techniques for facilitating research.This research seminar is intended to support students with proposal development, including considerations relative to data collection, analysis, critical thinking skills and professional and technical writing skills necessary to communicate research findings for the purposes of the dissertation, and for professional purposes beyond the completion of the dissertation.
ED804|Special Topics II|Campbell, Bruce|This doctoral seminar is focused on rotating special topics related to contemporary issues/opportunities in education.
ED901|Dissertation Preparation I|Hickman, Margaret|This doctoral course is structured with the dissertation chair to provide support for dissertation proposal development. Students enroll only once in this course unless there are extenuating circumstances. A grade of S or U is assigned to students for this course.
ED901|Dissertation Preparation I|Campbell, Bruce|This doctoral course is structured with the dissertation chair to provide support for dissertation proposal development. Students enroll only once in this course unless there are extenuating circumstances. A grade of S or U is assigned to students for this course.
ED901|Dissertation Preparation I|Brasof, Marc|This doctoral course is structured with the dissertation chair to provide support for dissertation proposal development. Students enroll only once in this course unless there are extenuating circumstances. A grade of S or U is assigned to students for this course.
ED901|Dissertation Preparation I|Macalalag, Augusto|This doctoral course is structured with the dissertation chair to provide support for dissertation proposal development. Students enroll only once in this course unless there are extenuating circumstances. A grade of S or U is assigned to students for this course.
ED902|Dissertation Preparation II|Santangelo, Tanya|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Dean, Kimberly|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Slesaransky-Poe, Graciela|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Bornstein, Jodi|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Woldoff, Sarah|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Woldoff, Sarah|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Appelbaum, Peter|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Hickman, Margaret|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Campbell, Bruce|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Brasof, Marc|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Jeter-Iles, Priscilla|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Ager, Christina|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Macalalag, Augusto|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
ED902|Dissertation Preparation II|Skilton, Ellen|This doctoral course is designed to support student work toward completion of their dissertation. Students must register for ED902 on an ongoing basis, every semester after all other coursework is completed, until their dissertation is defended and approved. A grade of S or U is assigned to students each semester they are enrolled in this course.
EN103|English for International Students|Collins, Rachel|This special program of study is for international students whose mastery of English is not yet sufficient to meet the entrance requirements for EN 101.
EN104|Writing for the Academic Conversation|Schall, Daniel|This is a five-week course designed to introduce Gateway and ACT101 students to the fundamentals of writing at the university level. This course is designed to help students understand and embody the basic habits of a scholarly life of inquiry and to help students find a way to contribute to the academic conversation. Students write two formal papers, maintain a journal, read and discuss assigned readings, peer review each other’s writing, and represent their growth as readers, writers and thinkers in an end-of-session portfolio. Students also are required to meet with the professor twice for one-on-one conferences on their papers and to participate in twice-weekly, one-hour writing sessions in a computer lab facilitated by two graduate-level writing consultants.
EN104|Writing for the Academic Conversation|Epperson, Michael|This is a five-week course designed to introduce Gateway and ACT101 students to the fundamentals of writing at the university level. This course is designed to help students understand and embody the basic habits of a scholarly life of inquiry and to help students  contribute to the academic conversation. Students write two formal papers, maintain a journal, read and discuss assigned readings, peer review each other’s writing, and represent their growth as readers, writers and thinkers in an end-of-session portfolio. Students also are required to meet with the professor twice for one-on-one conferences on their papers and to participate in twice-weekly, one-hour writing sessions in a computer lab facilitated by two graduate-level writing consultants.
EN219|Symbolic Expressions in Fantastical Lit|Mallis, Frankie|Beginning with Tolkien and Lord of the Rings, fantasy novels have captured the heart of millions. Readers loyally join fandoms, reading and rereading these works over and over, debating online, creating artwork, and writing academic studies. Perhaps the only literature reread more than Tolkien, Lewis, Rowling, and now Meyer and Collins, are the Bible, Torah, and Quran. What is it about these fantasy stories that draws us back, and allows these stories to stay with us years after we’ve closed the book?
EN219|Symbolic Expressions in Fantastical Lite|Mallis, Frankie|Beginning with Tolkien and Lord of the Rings, fantasy novels have captured the heart of millions. Readers loyally join fandoms, reading and rereading these works over and over, debating online, creating artwork, and writing academic studies. Perhaps the only literature reread more than Tolkien, Lewis, Rowling, and now Meyer and Collins, are the Bible, Torah, and Quran. What is it about these fantasy stories that draws us back, and allows these stories to stay with us years after we’ve closed the book?
EN313|Sports Literature|Isard, Joshua|Students closely read a variety of sports literature in several genres, including poetry, fiction, feature journalism, and long-form non fiction. Students articulate the themes, issues, and techniques present in each author’s work. Through their own research and critical writing, students continue exploring these ideas through the canon of sports literature.
EN328|William Faulkner|Weiner, Jo Ann|In this intensive study of the work of one of America's most important fiction writers, readings include five major novels and several short stories. In addition to understanding Faulkner's extraordinary achievement as an experimental novelist, we look at his presentation of themes such as race, slavery, family and the natural world. This is an advanced course for students with experience in reading and writing literary criticism.
EN365|The Contemporary Moment|Levine, Tracey|This course seeks to give a student a fresh experience of the literature being produced in our culture here and now. The majority of the texts have appeared in the world very, very recently—texts by living writers who, as creative personalities, make a just claim on both our time and our attention. A number of these writers, among them Jean Valentine, C.K. Williams, Robert Pinsky, and T.C. Boyle, are well-established writers whose reputations are secure. Others are emerging or established writers about whom a student will know little, if indeed anything, at the beginning of the course, but who will afford the student experiences that will be richly worthwhile.
EN371|Career Internship in English|Haertsch, Gretchen|The internship is in a supervised professional setting for a minimum of eight hours per week. Includes meetings with other interns and the instructor to analyze and discuss the work experience. Requires a written log and a paper analyzing some aspect of the internship experience as it relates to personal career plans. Interested students must submit a written proposal for an internship before registering for the course. Students must also carry at least 8 additional credits at Arcadia University while enrolled in the internship, unless regularly attending on a part-time basis.
EN371|Career Internship in English|Haertsch, Gretchen|The internship is in a supervised professional setting for a minimum of eight hours per week. Includes meetings with other interns and the instructor to analyze and discuss the work experience. Requires a written log and a paper analyzing some aspect of the internship experience as it relates to personal career plans. Interested students must submit a written proposal for an internship before registering for the course. Students must also carry at least 8 additional credits at Arcadia University while enrolled in the internship, unless regularly attending on a part-time basis.
EN413|Sports Literature|Isard, Joshua|Students closely read a variety of sports literature in several genres, including poetry, fiction, feature journalism, and long-form non fiction. Students articulate the themes, issues, and techniques present in each author’s work. Through their own research and critical writing, students continue exploring these ideas through the canon of sports literature.
EN428|William Faulkner|Weiner, Jo Ann|Intensive study of the work of one of America's most important fiction writers.  Readings include five major novels and several short stories.  In addition to understanding Faulkner's extraordinary achievement as an experimental novelist, we will look at his presentation of themes such as race, slavery, family and the natural world.  This is an advanced course for students with experience in reading and writing literary criticism
EN465|The Contemporary Moment|Levine, Tracey|This course seeks to give a student a fresh experience of the literature being produced in our culture here and now. The majority of the texts have appeared in the world very, very recently—texts by living writers who, as creative personalities, make a just claim on both our time and our attention. A number of these writers, among them Jean Valentine, C.K. Williams, Robert Pinsky, and T.C. Boyle, are well-established writers whose reputations are secure. Others are emerging or established writers about whom a student will know little, if indeed anything, at the beginning of the course, but who will afford the student experiences that will be richly worthwhile.
EN550A|MFA Residency I|Isard, Joshua|During the on campus residencies (the first and third residencies) students will take part in intensive workshops, meet one-on-one with their faculty advisers, participate in seminars and exercises with visiting writers, and generally build the cohesive community of the program.  These will last for one week, and will be conducted in August of the program's first year, and January of the program's second year.
EN550A|MFA Residency I|Isard, Joshua|During the on campus residencies (the first and third residencies) students will take part in intensive workshops, meet one-on-one with their faculty advisers, participate in seminars and exercises with visiting writers, and generally build the cohesive community of the program.  These will last for one week, and will be conducted in August of the program's first year, and January of the program's second year.
EN550B|MFA Residency I|Betts, Genevieve|During the on campus residencies (the first and third residencies) students will take part in intensive workshops, meet one-on-one with their faculty advisers, participate in seminars and exercises with visiting writers, and generally build the cohesive community of the program.  These will last for one week, and will be conducted in August of the program's first year, and January of the program's second year.
EN551A|MFA Residency II|Isard, Joshua|During this residency which takes place at a location abroad, students will take part in intensive workshops, meet with their faculty advisers, participate in seminars and exercises with visiting writers, and continue to build the cohesive community of the program. Additionally, students will gain an integrative experience abroad in a location such as Edinburgh or Italy (others may be rolled in later). It will last for ten days, and will be conducted in July between the program's first and second years.
EN551A|MFA Residency II|Isard, Joshua|During this residency which takes place at a location abroad, students will take part in intensive workshops, meet with their faculty advisers, participate in seminars and exercises with visiting writers, and continue to build the cohesive community of the program. Additionally, students will gain an integrative experience abroad in a location such as Edinburgh or Italy (others may be rolled in later). It will last for ten days, and will be conducted in July between the program's first and second years.
EN551B|MFA Residency II|Betts, Genevieve|During this residency which takes place at a location abroad, students will take part in intensive workshops, meet with their faculty advisers, participate in seminars and exercises with visiting writers, and continue to build the cohesive community of the program. Additionally, students will gain an integrative experience abroad in a location such as Edinburgh or Italy (others may be rolled in later). It will last for ten days, and will be conducted in July between the program's first and second years.
EN553|The Craft of Contemporary Fiction|Isard, Joshua|This course focuses on the themes, techniques, and movements of contemporary fiction and is reading- and discussion-intensive, utilizing Blackboard’s forums in order to conduct weekly conversations led by the instructor. This course is reading-intensive, and students are expected to write two essays in addition to the weekly online discussions.
EN553|The Craft of Contemporary Fiction|Isard, Joshua|This course focuses on the themes, techniques, and movements of contemporary fiction and is reading- and discussion-intensive, utilizing Blackboard’s forums in order to conduct weekly conversations led by the instructor. This course is reading-intensive, and students are expected to write two essays in addition to the weekly online discussions.
EN553|The Craft of Contemporary Fiction|Isard, Joshua|This course focuses on the themes, techniques, and movements of contemporary fiction and is reading- and discussion-intensive, utilizing Blackboard’s forums in order to conduct weekly conversations led by the instructor. This course is reading-intensive, and students are expected to write two essays in addition to the weekly online discussions.
EN554|Craft of Contemporary Poetry|Betts, Genevieve|Craft of Poetry is a course exploring the themes, techniques, and movements of American poetry from World War II to present day.  By looking at a survey of poetry, theory, and critical essays, this course will explore politics of inclusion and exclusion and various techniques of poetry was influenced by the culture of the times.  This course adds a critical element to the MFA program, but is open to any Arcadia graduate student.  This class is taught entirely online using Blackboard.
EN640|Detective Fiction|Matisoff, Jennifer|No description provided
EN640|Detective Fiction|Matisoff, Jennifer|No description provided
EN698|Culminating Project|Weiner, Jo Ann|The Culminating Project is undertaken on an individual basis under the supervision of a full-time member of the English Department.
ESL102|Advanced English: Oral Communication|Hill, Jessica|Advanced English: Oral Communication (level 6)6 class hours/wk
FA104|Drawing I|"Profitt, Krista
                
                    
                

                    DeLuca, Michael"|Course including a wide range of experiences which focus on developing the student’s ability to perceive space, light and form, and to express them two-dimensionally. Drawing I places particular emphasis on line. The course is designed to give students a thorough grounding in the conceptual, formal and expressive nature of drawing, along with attention to process. Six studio hours weekly and independent work.
FA105|Drawing II|Profitt, Krista|Building on the language developed in Drawing I, this course focuses on space, light and form as expressed primarily through tone. Both perceptual and conceptual applications are explored and a range of media are used. Six studio hours weekly and independent work. Prerequisite: open to students with no previous art course, although FA103 or 104 is recommended.
FA212|Landscape Painting|Ryan, Abigail|"The focus of this course is the direct study of landscape as a Painting motif, as understood by painting directly from the source.  The class will focus on qualities that are unique to landscape painting in addition to the study of broader issues in Painting.  Scale of mark in relationship to subject, atmospheric perspective, sense of place, construction of the illusion of space, capturing pictorial light, and painting as an ""organism"" are considerations that will be hightlighted in our study."
FA385|Special Studies in Art|Loeffler, Carole|Special studies in art involving a project carried through under the guidance of one instructor. Possible projects include continuing experience in three-dimensional design, representational drawing, or other studio area. Interior or graphic design majors might arrange for a workshop experience in their field. Prerequisite: permission of the major adviser and special studies coordinator.
FS525|Forensic Toxicology I & II|Scott, Karen|This lecture based course deals with the detection, identification and quantitation of foreign chemicals (toxins) in the body.  In order to accurately interpret toxicological findings it is essential that the toxicologist has an understanding of the pharmacology of that substance and the pathological effects it has on the body.  In this context Forensic Toxicology can be divided into two categories, post-mortem toxicology and human performance toxicology.  This course will provide the student with the skills for development of a detailed knowledge of the types of toxic substances and matrices encountered in Forensic Toxicology and the procedures by which these are tested in the laboratory.  Students will also utilize their theoretical knowledge of pharmacology in the application to Forensic Toxicology casework.
FS531|Human Molecular Biology|Oldoni, Fabio|This lecture/laboratory based course covers the basic principles of DNA functions and chemistry, capillary electrophoresis, polymerase chain reaction, and STR multiplexing of nuclear DNA. It examines the history of forensic DNA techniques as well as surveying current trends including mitochondrial and single nucleotide DNA polymorphism techniques. Statistical analyses of data will also be covered.Previous Title: Forensic Biology II, DNA Analysis
FS533|Quality Management in Forensic Science|Rieders, Eric|This lecture based course will evaluate theoretical and practical applications of forensic science laboratory management.  Expectations for the professional practice of forensic science are changing, driven by developing technology, legal precedent and government regulation.   Professional organizations also play a role in governing the qualifications of people practicing in the field, and setting standards for ensuring that valid science is practiced and admitted to court.  This course will emphasize various quality measures, including quality control and quality assurance, proficiency testing, professional certification and laboratory accreditation standards.  Issues related to bias, error and uncertainty will also be explored.  The class will review critiques of the forensic sciences that are the basis for development of scientific working groups (SWG’s) in various disciplines, proposed areas for improvement in forensic science including research, education, validation, and management of laboratories.
FS596|Research Project in Forensic Science|Scott, Karen|Original laboratory-based research in some aspect of forensic chemistry or biology, comparing existing testing modalities or experimenting with novel techniques. Projects involve all stages of a research task- proposal, experimental design, data collection, analysis- and will be supervised by a member of the regular Arcadia University teaching faculty and another member of the MSFS teaching faculty. During the second half of the second semester, students meet together to compare projects and prepare their capstone presentations.
FS597|Research Project in Forensic Chemistry|Harris, Heather|This course consists of original laboratory-based research in some aspect of forensic chemistry that can be taken repeatedly for credit with approval of the sponsoring professor and program director.  Projects involve all stages of a research task-proposal, experimental design, data collection, analysis- and will be supervised by a member of the regular Arcadia University teaching faculty, another member of the Forensic Science teaching faculty, and a forensic practitioner or someone with specialized knowledge. The culmination of this research should result in students meeting together to compare projects and prepare their capstone presentations.
FS598|Research Project in Forensic Biology|Harris, Heather|This course consists of original laboratory-based research in some aspect of forensic biology that can be taken repeatedly for credit with approval of the sponsoring professor and program director.  Projects involve all stages of a research task-proposal, experimental design, data collection, analysis- and will be supervised by a member of the regular Arcadia University teaching faculty, another member of the Forensic Science teaching faculty, and a forensic practitioner or someone with specialized knowledge. The culmination of this research should result in students meeting together to compare projects and prepare their capstone presentations.
FT100|Expected Part|Green, Holly|No description provided
HN202|Honors Project|Klein, Helene|With guidance by a teaching team, including one of the Honors Program advisers and a faculty mentor, students will select and pursue independent projects outside their major area of study. Projects would encourage students to explore and develop their own various talents and interests.
HS117|American History to 1865|Kincade, Vance|This course is a summary of the colonial period, followed by more intensive study of the revolutionary, early national and middle periods, It includes lectures, readings and discussions on such topics as constitutional development; territorial expansion; foreign relations; political parties; social, economic and intellectual movements and the origins and course of the Civil War.
HS377|Labor in American History|Kincade, Vance|This course traces the history of labor in America and how economic, technological, and political changes have transformed the nature of work in America. The course readings explore industrialization, the origins and development of labor organizations, the decline of manufacturing, the rise of a service economy, and the impact of globalization on labor in America.
HS385|Turning Points in Modern History|Haywood, Geoffrey|The content and prerequisites for this course vary depending on the nature of the topic covered. Courses have included: The World at War, 1914-45; Turning Points in Western History, Western History, from Ancient Israel to 9/11.
HS577|Labor in American History|Kincade, Vance|This course traces the history of labor in America and how economic, technological, and political changes have transformed the nature of work in America. The course readings explore industrialization, the origins and development of labor organizations, the decline of manufacturing, the rise of a service economy, and the impact of globalization on labor in America.
HS585|Turning Points in Modern History|Haywood, Geoffrey|The content and prerequisites for this course vary depending on the nature of the topic covered. Courses have included: The World at War, 1914-45; Turning Points in Western History, Western History, from Ancient Israel to 9/11.
ID100A|Becoming a Life Long Learner|McNeil, Angela|This seminar is designed to assist incoming freshmen with transitional challenges related to university culture and its academic expectations.  Students will critically examine themselves as lifelong learners, looking at techniques and strategies to use as they adapt to the structures, routines and expectations of college life. The course traverses theory and practice, by exploring theories of meta-cognition (thinking about thinking), reading and writing and applying these to the learning of college course material.
ID100A|Becoming a Life Long Learner|Cintron-Marsh, Cristina|This seminar is designed to assist incoming freshmen with transitional challenges related to university culture and its academic expectations.  Students will critically examine themselves as lifelong learners, looking at techniques and strategies to use as they adapt to the structures, routines and expectations of college life. The course traverses theory and practice, by exploring theories of meta-cognition (thinking about thinking), reading and writing and applying these to the learning of college course material.
ID185|Ind Rsrch:How to become Pol Activist|McNeil, Angela|Interdisciplinary Elective
